Id	Code	Name	Standard Class	Domain	Vocab	Validity	Concept
1410915	F53	Mental and behavioural disorders associated with the puerperium, not elsewhere classified	ICD10 Hierarchy	Condition	ICD10CN	Valid	Non-standard
1410916	F53.0	Mild mental and behavioural disorders associated with the puerperium, not elsewhere classified	ICD10 code	Condition	ICD10CN	Valid	Non-standard
1410917	F53.000	Mild mental and behavioural disorders associated with the puerperium, not elsewhere classified	ICD10 code	Condition	ICD10CN	Valid	Non-standard
1410920	F53.1	Severe mental and behavioural disorders associated with the puerperium, not elsewhere classified	ICD10 code	Condition	ICD10CN	Valid	Non-standard
1410921	F53.100	Severe mental and behavioural disorders associated with the puerperium, not elsewhere classified	ICD10 code	Condition	ICD10CN	Valid	Non-standard
1410923	F53.8	Other mental and behavioural disorders associated with the puerperium, not elsewhere classified	ICD10 code	Condition	ICD10CN	Valid	Non-standard
1410924	F53.800	Other mental and behavioural disorders associated with the puerperium, not elsewhere classified	ICD10 code	Condition	ICD10CN	Valid	Non-standard
1411215	G00	Bacterial meningitis, not elsewhere classified	ICD10 Hierarchy	Condition	ICD10CN	Valid	Non-standard
1411235	G01	Meningitis in bacterial diseases classified elsewhere	ICD10 Hierarchy	Condition	ICD10CN	Valid	Non-standard
1411236	G02	Meningitis in other infectious and parasitic diseases classified elsewhere	ICD10 Hierarchy	Condition	ICD10CN	Valid	Non-standard
1411237	G02.0	Meningitis in viral diseases classified elsewhere	ICD10 code	Condition	ICD10CN	Valid	Non-standard
1411239	G02.8	Meningitis in other specified infectious and parasitic diseases classified elsewhere	ICD10 code	Condition	ICD10CN	Valid	Non-standard
1411269	G04.2	Bacterial meningoencephalitis and meningomyelitis, not elsewhere classified	ICD10 code	Condition	ICD10CN	Valid	Non-standard
1411270	G04.200	Bacterial meningoencephalitis and meningomyelitis, not elsewhere classified	ICD10 code	Condition	ICD10CN	Valid	Non-standard
1411304	G05	Encephalitis, myelitis and encephalomyelitis in diseases classified elsewhere	ICD10 Hierarchy	Condition	ICD10CN	Valid	Non-standard
1411305	G05.0	Encephalitis, myelitis and encephalomyelitis in bacterial diseases classified elsewhere	ICD10 code	Condition	ICD10CN	Valid	Non-standard
1411306	G05.1	Encephalitis, myelitis and encephalomyelitis in viral diseases classified elsewhere	ICD10 code	Condition	ICD10CN	Valid	Non-standard
1411307	G05.2	Encephalitis, myelitis and encephalomyelitis in other infectious and parasitic diseases classified elsewhere	ICD10 code	Condition	ICD10CN	Valid	Non-standard
1411308	G05.8	Encephalitis, myelitis and encephalomyelitis in other diseases classified elsewhere	ICD10 code	Condition	ICD10CN	Valid	Non-standard
1411326	G07	Intracranial and intraspinal abscess and granuloma in diseases classified elsewhere	ICD10 Hierarchy	Condition	ICD10CN	Valid	Non-standard
1411384	G13	Systemic atrophies primarily affecting central nervous system in diseases classified elsewhere	ICD10 Hierarchy	Condition	ICD10CN	Valid	Non-standard
1411388	G13.8	Systemic atrophy primarily affecting central nervous system in other diseases classified elsewhere	ICD10 code	Condition	ICD10CN	Valid	Non-standard
1411415	G22	Parkinsonism in diseases classified elsewhere	ICD10 Hierarchy	Condition	ICD10CN	Valid	Non-standard
1411490	G26	Extrapyramidal and movement disorders in diseases classified elsewhere	ICD10 Hierarchy	Condition	ICD10CN	Valid	Non-standard
1411503	G31	Other degenerative diseases of nervous system, not elsewhere classified	ICD10 Hierarchy	Condition	ICD10CN	Valid	Non-standard
1411508	G31.1	Senile degeneration of brain, not elsewhere classified	ICD10 code	Condition	ICD10CN	Valid	Non-standard
1411509	G31.100	Senile degeneration of brain, not elsewhere classified	ICD10 code	Condition	ICD10CN	Valid	Non-standard
1411531	G32	Other degenerative disorders of nervous system in diseases classified elsewhere	ICD10 Hierarchy	Condition	ICD10CN	Valid	Non-standard
1411532	G32.0	Subacute combined degeneration of spinal cord in diseases classified elsewhere	ICD10 code	Condition	ICD10CN	Valid	Non-standard
1411533	G32.8	Other specified degenerative disorders of nervous system in diseases classified elsewhere	ICD10 code	Condition	ICD10CN	Valid	Non-standard
1411686	G44.1	Vascular headache, not elsewhere classified	ICD10 code	Condition	ICD10CN	Valid	Non-standard
1411687	G44.100	Vascular headache, not elsewhere classified	ICD10 code	Condition	ICD10CN	Valid	Non-standard
1411701	G44.4	Drug-induced headache, not elsewhere classified	ICD10 code	Condition	ICD10CN	Valid	Non-standard
1411702	G44.400	Drug-induced headache, not elsewhere classified	ICD10 code	Condition	ICD10CN	Valid	Non-standard
1411832	G53	Cranial nerve disorders in diseases classified elsewhere	ICD10 Hierarchy	Condition	ICD10CN	Valid	Non-standard
1411834	G53.1	Multiple cranial nerve palsies in infectious and parasitic diseases classified elsewhere	ICD10 code	Condition	ICD10CN	Valid	Non-standard
1411837	G53.8	Other cranial nerve disorders in other diseases classified elsewhere	ICD10 code	Condition	ICD10CN	Valid	Non-standard
1411847	G54.2	Cervical root disorders, not elsewhere classified	ICD10 code	Condition	ICD10CN	Valid	Non-standard
1411848	G54.200	Cervical root disorders, not elsewhere classified	ICD10 code	Condition	ICD10CN	Valid	Non-standard
1411849	G54.3	Thoracic root disorders, not elsewhere classified	ICD10 code	Condition	ICD10CN	Valid	Non-standard
1411850	G54.300	Thoracic root disorders, not elsewhere classified	ICD10 code	Condition	ICD10CN	Valid	Non-standard
1411851	G54.4	Lumbosacral root disorders, not elsewhere classified	ICD10 code	Condition	ICD10CN	Valid	Non-standard
1411852	G54.400	Lumbosacral root disorders, not elsewhere classified	ICD10 code	Condition	ICD10CN	Valid	Non-standard
1411865	G55	Nerve root and plexus compressions in diseases classified elsewhere	ICD10 Hierarchy	Condition	ICD10CN	Valid	Non-standard
1411870	G55.8	Nerve root and plexus compressions in other diseases classified elsewhere	ICD10 code	Condition	ICD10CN	Valid	Non-standard
1411936	G59	Mononeuropathy in diseases classified elsewhere	ICD10 Hierarchy	Condition	ICD10CN	Valid	Non-standard
1411938	G59.8	Other mononeuropathies in diseases classified elsewhere	ICD10 code	Condition	ICD10CN	Valid	Non-standard
1411996	G63	Polyneuropathy in diseases classified elsewhere	ICD10 Hierarchy	Condition	ICD10CN	Valid	Non-standard
1411997	G63.0	Polyneuropathy in infectious and parasitic diseases classified elsewhere	ICD10 code	Condition	ICD10CN	Valid	Non-standard
1412004	G63.8	Polyneuropathy in other diseases classified elsewhere	ICD10 code	Condition	ICD10CN	Valid	Non-standard
1412048	G71.3	Mitochondrial myopathy, not elsewhere classified	ICD10 code	Condition	ICD10CN	Valid	Non-standard
1412049	G71.300	Mitochondrial myopathy, not elsewhere classified	ICD10 code	Condition	ICD10CN	Valid	Non-standard
1412069	G72.4	Inflammatory myopathy, not elsewhere classified	ICD10 code	Condition	ICD10CN	Valid	Non-standard
1412070	G72.400	Inflammatory myopathy, not elsewhere classified	ICD10 code	Condition	ICD10CN	Valid	Non-standard
1412079	G73	Disorders of myoneural junction and muscle in diseases classified elsewhere	ICD10 Hierarchy	Condition	ICD10CN	Valid	Non-standard
1412083	G73.3	Myasthenic syndromes in other diseases classified elsewhere	ICD10 code	Condition	ICD10CN	Valid	Non-standard
1412084	G73.4	Myopathy in infectious and parasitic diseases classified elsewhere	ICD10 code	Condition	ICD10CN	Valid	Non-standard
1412087	G73.7	Myopathy in other diseases classified elsewhere	ICD10 code	Condition	ICD10CN	Valid	Non-standard
1412207	G93.1	Anoxic brain damage, not elsewhere classified	ICD10 code	Condition	ICD10CN	Valid	Non-standard
1412208	G93.100	Anoxic brain damage, not elsewhere classified	ICD10 code	Condition	ICD10CN	Valid	Non-standard
1412254	G94	Other disorders of brain in diseases classified elsewhere	ICD10 Hierarchy	Condition	ICD10CN	Valid	Non-standard
1412255	G94.0	Hydrocephalus in infectious and parasitic diseases classified elsewhere	ICD10 code	Condition	ICD10CN	Valid	Non-standard
1412257	G94.2	Hydrocephalus in other diseases classified elsewhere	ICD10 code	Condition	ICD10CN	Valid	Non-standard
1412258	G94.8	Other specified disorders of brain in diseases classified elsewhere	ICD10 code	Condition	ICD10CN	Valid	Non-standard
1412295	G96.1	Disorders of meninges, not elsewhere classified	ICD10 code	Condition	ICD10CN	Valid	Non-standard
1412296	G96.100	Disorders of meninges, not elsewhere classified	ICD10 code	Condition	ICD10CN	Valid	Non-standard
1412308	G97	Postprocedural disorders of nervous system, not elsewhere classified	ICD10 Hierarchy	Condition	ICD10CN	Valid	Non-standard
1412322	G98	Other disorders of nervous system, not elsewhere classified	ICD10 Hierarchy	Condition	ICD10CN	Valid	Non-standard
1412323	G98.x00	Other disorders of nervous system, not elsewhere classified	ICD10 code	Condition	ICD10CN	Valid	Non-standard
1412324	G99	Other disorders of nervous system in diseases classified elsewhere	ICD10 Hierarchy	Condition	ICD10CN	Valid	Non-standard
1412326	G99.1	Other disorders of autonomic nervous system in other diseases classified elsewhere	ICD10 code	Condition	ICD10CN	Valid	Non-standard
1412327	G99.2	Myelopathy in diseases classified elsewhere	ICD10 code	Condition	ICD10CN	Valid	Non-standard
1412328	G99.8	Other specified disorders of nervous system in diseases classified elsewhere	ICD10 code	Condition	ICD10CN	Valid	Non-standard
1412401	H03	Disorders of eyelid in diseases classified elsewhere	ICD10 Hierarchy	Condition	ICD10CN	Valid	Non-standard
1412402	H03.0	Parasitic infestation of eyelid in diseases classified elsewhere	ICD10 code	Condition	ICD10CN	Valid	Non-standard
1412403	H03.1	Involvement of eyelid in other infectious diseases classified elsewhere	ICD10 code	Condition	ICD10CN	Valid	Non-standard
1412404	H03.8	Involvement of eyelid in other diseases classified elsewhere	ICD10 code	Condition	ICD10CN	Valid	Non-standard
1412488	H06	Disorders of lacrimal system and orbit in diseases classified elsewhere	ICD10 Hierarchy	Condition	ICD10CN	Valid	Non-standard
1412489	H06.0	Disorders of lacrimal system in diseases classified elsewhere	ICD10 code	Condition	ICD10CN	Valid	Non-standard
1412490	H06.1	Parasitic infestation of orbit in diseases classified elsewhere	ICD10 code	Condition	ICD10CN	Valid	Non-standard
1412492	H06.3	Other disorders of orbit in diseases classified elsewhere	ICD10 code	Condition	ICD10CN	Valid	Non-standard
1412552	H13	Disorders of conjunctiva in diseases classified elsewhere	ICD10 Hierarchy	Condition	ICD10CN	Valid	Non-standard
1412554	H13.1	Conjunctivitis in infectious and parasitic diseases classified elsewhere	ICD10 code	Condition	ICD10CN	Valid	Non-standard
1412555	H13.2	Conjunctivitis in other diseases classified elsewhere	ICD10 code	Condition	ICD10CN	Valid	Non-standard
1412557	H13.8	Other disorders of conjunctiva in diseases classified elsewhere	ICD10 code	Condition	ICD10CN	Valid	Non-standard
1412672	H19	Disorders of sclera and cornea in diseases classified elsewhere	ICD10 Hierarchy	Condition	ICD10CN	Valid	Non-standard
1412673	H19.0	Scleritis and episcleritis in diseases classified elsewhere	ICD10 code	Condition	ICD10CN	Valid	Non-standard
1412675	H19.2	Keratitis and keratoconjunctivitis in other infectious and parasitic diseases classified elsewhere	ICD10 code	Condition	ICD10CN	Valid	Non-standard
1412676	H19.3	Keratitis and keratoconjunctivitis in other diseases classified elsewhere	ICD10 code	Condition	ICD10CN	Valid	Non-standard
1412677	H19.8	Other disorders of sclera and cornea in diseases classified elsewhere	ICD10 code	Condition	ICD10CN	Valid	Non-standard
1412745	H22	Disorders of iris and ciliary body in diseases classified elsewhere	ICD10 Hierarchy	Condition	ICD10CN	Valid	Non-standard
1412746	H22.0	Iridocyclitis in infectious and parasitic diseases classified elsewhere	ICD10 code	Condition	ICD10CN	Valid	Non-standard
1412747	H22.1	Iridocyclitis in other diseases classified elsewhere	ICD10 code	Condition	ICD10CN	Valid	Non-standard
1412748	H22.8	Other disorders of iris and ciliary body in diseases classified elsewhere	ICD10 code	Condition	ICD10CN	Valid	Non-standard
1412797	H28	Cataract and other disorders of lens in diseases classified elsewhere	ICD10 Hierarchy	Condition	ICD10CN	Valid	Non-standard
1412800	H28.2	Cataract in other diseases classified elsewhere	ICD10 code	Condition	ICD10CN	Valid	Non-standard
1412801	H28.8	Other disorders of lens in diseases classified elsewhere	ICD10 code	Condition	ICD10CN	Valid	Non-standard
1412841	H32	Chorioretinal disorders in diseases classified elsewhere	ICD10 Hierarchy	Condition	ICD10CN	Valid	Non-standard
1412842	H32.0	Chorioretinal inflammation in infectious and parasitic diseases classified elsewhere	ICD10 code	Condition	ICD10CN	Valid	Non-standard
1412843	H32.8	Other chorioretinal disorders in diseases classified elsewhere	ICD10 code	Condition	ICD10CN	Valid	Non-standard
1412951	H36	Retinal disorders in diseases classified elsewhere	ICD10 Hierarchy	Condition	ICD10CN	Valid	Non-standard
1412953	H36.8	Other retinal disorders in diseases classified elsewhere	ICD10 code	Condition	ICD10CN	Valid	Non-standard
1412991	H42	Glaucoma in diseases classified elsewhere	ICD10 Hierarchy	Condition	ICD10CN	Valid	Non-standard
1412993	H42.8	Glaucoma in other diseases classified elsewhere	ICD10 code	Condition	ICD10CN	Valid	Non-standard
1413054	H45	Disorders of vitreous body and globe in diseases classified elsewhere	ICD10 Hierarchy	Condition	ICD10CN	Valid	Non-standard
1413055	H45.0	Vitreous haemorrhage in diseases classified elsewhere	ICD10 code	Condition	ICD10CN	Valid	Non-standard
1413056	H45.1	Endophthalmitis in diseases classified elsewhere	ICD10 code	Condition	ICD10CN	Valid	Non-standard
1413057	H45.8	Other disorders of vitreous body and globe in diseases classified elsewhere	ICD10 code	Condition	ICD10CN	Valid	Non-standard
1413063	H47.0	Disorders of optic nerve, not elsewhere classified	ICD10 code	Condition	ICD10CN	Valid	Non-standard
1413064	H47.000	Disorders of optic nerve, not elsewhere classified	ICD10 code	Condition	ICD10CN	Valid	Non-standard
1413093	H48	Disorders of optic [2nd] nerve and visual pathways in diseases classified elsewhere	ICD10 Hierarchy	Condition	ICD10CN	Valid	Non-standard
